id_condicao,condicao_metereologica,tipo_pista,tracado_via,uso_solo,sentido_via
2128,Chuva,Dupla,Reta;Declive;Retorno Regulamentado,Não,Decrescente
2129,Céu Claro,Simples,Interseção de Vias;Rotatória;Viaduto;Retorno Regulamentado,Sim,Decrescente
2130,Céu Claro,Dupla,Viaduto;Declive,Sim,Decrescente
2131,Chuva,Dupla,Em Obras,Não,Crescente
2132,Ignorado,Dupla,Rotatória;Interseção de Vias,Sim,Decrescente
2133,Ignorado,Dupla,Reta;Em Obras,Sim,Crescente
2134,Sol,Dupla,Em Obras;Reta,Sim,Decrescente
2135,Chuva,Dupla,Interseção de Vias,Não,Decrescente
2136,Nublado,Simples,Curva;Aclive,Sim,Crescente
2137,Céu Claro,Múltipla,Curva;Viaduto,Sim,Decrescente
2138,Céu Claro,Múltipla,Reta;Interseção de Vias;Aclive,Não,Crescente
2139,Céu Claro,Simples,Reta,Sim,Não Informado
2140,Ignorado,Simples,Curva;Retorno Regulamentado,Sim,Crescente
2141,Chuva,Dupla,Aclive,Sim,Decrescente
2142,Céu Claro,Simples,Curva;Viaduto,Não,Decrescente
2143,Céu Claro,Dupla,Interseção de Vias;Declive;Reta,Não,Decrescente
2144,Céu Claro,Simples,Aclive;Rotatória,Não,Decrescente
2145,Nublado,Simples,Desvio Temporário;Em Obras;Reta,Sim,Decrescente
2146,Sol,Simples,Curva;Declive,Sim,Decrescente
2147,Céu Claro,Dupla,Curva;Viaduto;Aclive,Não,Crescente
2148,Chuva,Simples,Curva;Interseção de Vias,Sim,Crescente
2149,Ignorado,Dupla,Retorno Regulamentado,Sim,Decrescente
2150,Ignorado,Dupla,Em Obras;Reta,Sim,Decrescente
2151,Nublado,Múltipla,Rotatória;Reta,Sim,Crescente
2152,Céu Claro,Dupla,Desvio Temporário;Aclive;Em Obras,Não,Decrescente
2153,Céu Claro,Simples,Em Obras;Reta;Interseção de Vias,Sim,Crescente
2154,Nublado,Simples,Reta;Aclive;Interseção de Vias,Não,Decrescente
2155,Nublado,Simples,Interseção de Vias;Rotatória;Reta,Sim,Decrescente
2156,Nublado,Dupla,Desvio Temporário,Não,Crescente
2157,Céu Claro,Simples,Curva;Rotatória;Interseção de Vias;Viaduto,Não,Crescente
2158,Nublado,Dupla,Desvio Temporário;Reta,Sim,Decrescente
2159,Chuva,Simples,Interseção de Vias;Retorno Regulamentado,Sim,Crescente
2160,Céu Claro,Dupla,Em Obras;Viaduto;Desvio Temporário,Sim,Crescente
2161,Sol,Múltipla,Reta;Interseção de Vias;Viaduto,Sim,Decrescente
2162,Vento,Dupla,Rotatória,Sim,Decrescente
2163,Céu Claro,Simples,Declive;Reta;Ponte,Não,Crescente
2164,Céu Claro,Simples,Reta;Interseção de Vias;Rotatória,Sim,Decrescente
2165,Chuva,Simples,Reta;Declive,Sim,Decrescente
2166,Chuva,Múltipla,Interseção de Vias;Viaduto;Reta,Sim,Decrescente
2167,Nublado,Dupla,Curva;Interseção de Vias;Retorno Regulamentado,Não,Crescente
2168,Sol,Simples,Aclive;Curva,Sim,Crescente
2169,Céu Claro,Simples,Viaduto;Curva;Declive,Sim,Crescente
2170,Céu Claro,Múltipla,Curva;Interseção de Vias,Sim,Decrescente
2171,Ignorado,Dupla,Ponte,Sim,Decrescente
2172,Ignorado,Múltipla,Reta,Não,Crescente
2173,Céu Claro,Simples,Curva;Interseção de Vias,Sim,Decrescente
2174,Céu Claro,Simples,Desvio Temporário;Em Obras;Reta,Sim,Crescente
2175,Nublado,Múltipla,Retorno Regulamentado;Reta,Não,Decrescente
2176,Nublado,Dupla,Interseção de Vias;Rotatória,Sim,Decrescente
2177,Garoa/Chuvisco,Dupla,Curva;Retorno Regulamentado,Sim,Decrescente
2178,Nublado,Múltipla,Interseção de Vias;Viaduto,Sim,Crescente
2179,Sol,Dupla,Reta;Viaduto,Sim,Decrescente
2180,Chuva,Múltipla,Aclive;Reta,Sim,Decrescente
2181,Ignorado,Dupla,Em Obras,Sim,Crescente
2182,Céu Claro,Simples,Ponte;Declive,Não,Crescente
2183,Céu Claro,Dupla,Viaduto;Reta,Sim,Crescente
2184,Ignorado,Simples,Interseção de Vias;Reta,Sim,Crescente
2185,Nublado,Simples,Interseção de Vias;Em Obras,Sim,Crescente
2186,Céu Claro,Simples,Aclive;Rotatória,Sim,Crescente
2187,Sol,Simples,Curva;Rotatória,Não,Crescente
2188,Céu Claro,Dupla,Ponte;Curva,Não,Crescente
2189,Céu Claro,Simples,Retorno Regulamentado;Interseção de Vias,Sim,Crescente
2190,Sol,Simples,Viaduto,Não,Decrescente
2191,Ignorado,Dupla,Interseção de Vias,Sim,Crescente
2192,Céu Claro,Simples,Declive;Reta;Interseção de Vias,Não,Decrescente
2193,Céu Claro,Dupla,Desvio Temporário;Em Obras;Viaduto,Sim,Decrescente
2194,Garoa/Chuvisco,Múltipla,Interseção de Vias;Reta,Não,Crescente
2195,Sol,Simples,Rotatória,Sim,Decrescente
2196,Sol,Simples,Declive;Curva;Interseção de Vias,Não,Crescente
2197,Nublado,Simples,Declive;Interseção de Vias;Reta,Não,Decrescente
2198,Sol,Simples,Interseção de Vias;Declive,Não,Decrescente
2199,Nublado,Simples,Aclive;Desvio Temporário;Ponte;Curva,Não,Decrescente
2200,Céu Claro,Simples,Rotatória;Retorno Regulamentado;Declive;Viaduto;Curva,Sim,Crescente
2201,Céu Claro,Simples,Desvio Temporário,Sim,Decrescente
2202,Vento,Dupla,Aclive;Reta,Não,Crescente
2203,Ignorado,Simples,Em Obras;Aclive;Reta,Sim,Crescente
2204,Nublado,Dupla,Interseção de Vias;Em Obras;Viaduto;Reta,Não,Decrescente
2205,Nublado,Simples,Em Obras;Rotatória,Sim,Decrescente
2206,Céu Claro,Múltipla,Interseção de Vias;Curva,Sim,Crescente
2207,Sol,Simples,Curva;Viaduto,Não,Decrescente
2208,Sol,Múltipla,Curva,Sim,Decrescente
2209,Céu Claro,Simples,Em Obras;Reta;Desvio Temporário,Sim,Crescente
2210,Sol,Múltipla,Retorno Regulamentado,Sim,Crescente
2211,Céu Claro,Dupla,Aclive;Reta;Em Obras,Não,Crescente
2212,Chuva,Múltipla,Interseção de Vias;Viaduto,Sim,Crescente
2213,Céu Claro,Simples,Curva;Aclive;Viaduto,Sim,Crescente
2214,Garoa/Chuvisco,Dupla,Declive;Reta,Sim,Decrescente
2215,Céu Claro,Dupla,Viaduto;Curva;Aclive,Sim,Crescente
2216,Nublado,Dupla,Em Obras;Aclive;Desvio Temporário;Reta,Não,Crescente
2217,Céu Claro,Múltipla,Retorno Regulamentado;Interseção de Vias,Sim,Decrescente
2218,Sol,Simples,Curva;Ponte,Não,Decrescente
2219,Céu Claro,Simples,Interseção de Vias;Rotatória;Declive,Sim,Decrescente
2220,Céu Claro,Múltipla,Reta;Declive;Retorno Regulamentado;Em Obras,Sim,Crescente
2221,Garoa/Chuvisco,Múltipla,Curva;Interseção de Vias,Sim,Decrescente
2222,Céu Claro,Dupla,Em Obras;Desvio Temporário,Não,Decrescente
2223,Sol,Dupla,Declive,Sim,Crescente
2224,Céu Claro,Simples,Curva;Aclive;Viaduto,Sim,Decrescente
2225,Nublado,Simples,Curva;Em Obras,Sim,Crescente
2226,Céu Claro,Dupla,Curva;Aclive;Viaduto,Sim,Decrescente
2227,Céu Claro,Dupla,Interseção de Vias;Rotatória;Retorno Regulamentado;Curva,Sim,Decrescente
2228,Sol,Múltipla,Reta;Ponte,Sim,Decrescente
2229,Céu Claro,Dupla,Retorno Regulamentado;Reta;Interseção de Vias;Declive,Sim,Crescente
2230,Céu Claro,Simples,Rotatória;Interseção de Vias,Sim,Crescente
2231,Sol,Dupla,Interseção de Vias,Sim,Não Informado
2232,Vento,Múltipla,Declive;Reta,Não,Decrescente
2233,Garoa/Chuvisco,Múltipla,Reta;Ponte,Sim,Crescente
2234,Céu Claro,Dupla,Interseção de Vias;Retorno Regulamentado,Sim,Crescente
2235,Nublado,Simples,Interseção de Vias;Túnel;Reta;Declive,Sim,Crescente
2236,Céu Claro,Simples,Interseção de Vias;Reta;Declive,Sim,Crescente
2237,Ignorado,Dupla,Em Obras;Curva,Sim,Decrescente
2238,Céu Claro,Simples,Desvio Temporário,Não,Crescente
2239,Céu Claro,Simples,Interseção de Vias;Aclive;Reta,Sim,Crescente
2240,Céu Claro,Dupla,Interseção de Vias;Reta;Declive,Sim,Crescente
2241,Sol,Simples,Aclive;Viaduto;Curva,Não,Decrescente
2242,Sol,Múltipla,Reta;Interseção de Vias,Sim,Decrescente
2243,Chuva,Dupla,Aclive;Viaduto,Sim,Decrescente
2244,Nublado,Dupla,Em Obras;Reta;Declive,Não,Decrescente
2245,Chuva,Dupla,Reta;Retorno Regulamentado,Sim,Decrescente
2246,Céu Claro,Múltipla,Em Obras;Reta,Não,Decrescente
2247,Céu Claro,Dupla,Retorno Regulamentado;Interseção de Vias;Reta,Sim,Crescente
2248,Chuva,Dupla,Interseção de Vias;Reta;Em Obras,Não,Decrescente
2249,Céu Claro,Dupla,Declive;Interseção de Vias;Reta,Sim,Decrescente
2250,Sol,Dupla,Retorno Regulamentado;Aclive;Reta,Sim,Decrescente
2251,Céu Claro,Dupla,Viaduto;Declive;Curva,Sim,Crescente
2252,Céu Claro,Simples,Viaduto,Não,Crescente
2253,Céu Claro,Simples,Retorno Regulamentado;Rotatória,Sim,Crescente
2254,Chuva,Dupla,Em Obras;Interseção de Vias,Sim,Crescente
2255,Céu Claro,Simples,Interseção de Vias;Em Obras,Sim,Não Informado
2256,Céu Claro,Dupla,Retorno Regulamentado;Rotatória;Interseção de Vias,Sim,Crescente
2257,Céu Claro,Simples,Aclive;Viaduto,Sim,Decrescente
2258,Céu Claro,Simples,Declive;Reta;Retorno Regulamentado,Sim,Crescente
2259,Céu Claro,Múltipla,Interseção de Vias;Viaduto;Em Obras,Sim,Crescente
2260,Céu Claro,Múltipla,Interseção de Vias;Reta,Sim,Não Informado
2261,Nevoeiro/Neblina,Dupla,Curva;Interseção de Vias,Não,Crescente
2262,Céu Claro,Múltipla,Reta;Declive;Em Obras,Sim,Decrescente
2263,Chuva,Simples,Curva;Retorno Regulamentado,Sim,Decrescente
2264,Céu Claro,Múltipla,Rotatória;Viaduto,Sim,Crescente
2265,Sol,Simples,Interseção de Vias;Declive;Reta,Sim,Decrescente
2266,Garoa/Chuvisco,Simples,Reta;Ponte,Não,Decrescente
2267,Céu Claro,Simples,Retorno Regulamentado;Interseção de Vias;Viaduto;Rotatória;Declive,Sim,Decrescente
2268,Céu Claro,Dupla,Interseção de Vias;Viaduto,Sim,Decrescente
2269,Sol,Simples,Viaduto;Curva,Não,Crescente
2270,Nublado,Simples,Curva,Não,Não Informado
2271,Garoa/Chuvisco,Simples,Interseção de Vias;Retorno Regulamentado;Reta,Não,Crescente
2272,Céu Claro,Dupla,Interseção de Vias;Aclive;Curva,Sim,Decrescente
2273,Céu Claro,Simples,Aclive;Interseção de Vias;Rotatória,Sim,Decrescente
2274,Sol,Simples,Reta;Declive;Em Obras,Não,Crescente
2275,Céu Claro,Dupla,Aclive;Viaduto;Reta,Não,Crescente
2276,Céu Claro,Simples,Em Obras;Interseção de Vias,Não,Decrescente
2277,Céu Claro,Simples,Interseção de Vias;Retorno Regulamentado,Sim,Crescente
2278,Chuva,Simples,Desvio Temporário;Em Obras,Não,Crescente
2279,Céu Claro,Múltipla,Curva;Retorno Regulamentado,Sim,Decrescente
2280,Sol,Múltipla,Retorno Regulamentado,Sim,Decrescente
2281,Céu Claro,Dupla,Curva;Retorno Regulamentado;Aclive,Não,Decrescente
2282,Céu Claro,Dupla,Aclive;Ponte;Reta,Sim,Crescente
2283,Nevoeiro/Neblina,Simples,Interseção de Vias;Reta,Sim,Crescente
2284,Céu Claro,Dupla,Viaduto;Retorno Regulamentado,Sim,Crescente
2285,Sol,Múltipla,Viaduto;Reta;Declive,Sim,Decrescente
2286,Céu Claro,Simples,Rotatória;Declive,Sim,Crescente
2287,Céu Claro,Simples,Interseção de Vias;Viaduto,Não,Crescente
2288,Chuva,Simples,Curva;Aclive;Viaduto,Não,Crescente
2289,Sol,Dupla,Interseção de Vias;Viaduto;Rotatória,Sim,Decrescente
2290,Céu Claro,Múltipla,Ponte;Reta,Sim,Crescente
2291,Ignorado,Simples,Curva,Sim,Crescente
2292,Nublado,Dupla,Em Obras;Reta;Desvio Temporário,Sim,Decrescente
2293,Céu Claro,Dupla,Interseção de Vias;Em Obras;Viaduto;Reta,Sim,Crescente
2294,Céu Claro,Dupla,Declive;Ponte,Não,Decrescente
2295,Nublado,Dupla,Interseção de Vias;Declive;Reta,Sim,Decrescente
2296,Céu Claro,Simples,Desvio Temporário;Em Obras,Sim,Decrescente
2297,Céu Claro,Dupla,Declive;Retorno Regulamentado,Sim,Decrescente
2298,Céu Claro,Dupla,Interseção de Vias;Declive,Sim,Crescente
2299,Nublado,Dupla,Rotatória,Sim,Não Informado
2300,Céu Claro,Múltipla,Em Obras,Sim,Decrescente
2301,Garoa/Chuvisco,Dupla,Declive,Sim,Crescente
2302,Céu Claro,Dupla,Reta;Interseção de Vias;Declive,Sim,Crescente
2303,Céu Claro,Dupla,Declive;Viaduto,Sim,Decrescente
2304,Céu Claro,Múltipla,Retorno Regulamentado;Viaduto;Rotatória,Sim,Crescente
2305,Céu Claro,Simples,Rotatória;Curva,Sim,Decrescente
2306,Sol,Dupla,Declive;Curva;Ponte,Não,Crescente
2307,Sol,Simples,Reta;Ponte,Sim,Crescente
2308,Céu Claro,Simples,Em Obras;Viaduto;Rotatória,Sim,Decrescente
2309,Céu Claro,Dupla,Retorno Regulamentado;Declive;Reta,Sim,Crescente
2310,Ignorado,Múltipla,Reta;Aclive,Não,Decrescente
2311,Céu Claro,Múltipla,Declive;Curva,Sim,Decrescente
2312,Céu Claro,Simples,Reta;Desvio Temporário,Sim,Decrescente
2313,Garoa/Chuvisco,Múltipla,Interseção de Vias,Sim,Decrescente
2314,Sol,Simples,Rotatória;Reta;Declive,Sim,Crescente
2315,Céu Claro,Dupla,Em Obras;Reta;Desvio Temporário;Viaduto,Sim,Decrescente
2316,Sol,Simples,Retorno Regulamentado;Rotatória,Não,Decrescente
2317,Céu Claro,Múltipla,Reta;Rotatória,Sim,Decrescente
2318,Céu Claro,Dupla,Rotatória;Viaduto,Não,Crescente
2319,Chuva,Dupla,Reta;Viaduto;Aclive,Não,Crescente
2320,Ignorado,Múltipla,Rotatória,Sim,Crescente
2321,Céu Claro,Simples,Declive;Em Obras;Curva,Não,Decrescente
2322,Céu Claro,Dupla,Interseção de Vias;Viaduto;Reta,Sim,Crescente
2323,Sol,Simples,Interseção de Vias;Curva,Sim,Crescente
2324,Nublado,Simples,Reta;Interseção de Vias;Rotatória,Não,Decrescente
2325,Céu Claro,Dupla,Interseção de Vias;Rotatória;Reta,Sim,Decrescente
2326,Chuva,Simples,Em Obras;Reta;Desvio Temporário,Sim,Crescente
2327,Chuva,Simples,Curva;Em Obras;Declive,Sim,Decrescente
2328,Nublado,Dupla,Reta;Desvio Temporário,Não,Crescente
2329,Sol,Dupla,Aclive;Interseção de Vias;Reta,Sim,Crescente
2330,Céu Claro,Múltipla,Interseção de Vias;Viaduto,Sim,Crescente
2331,Sol,Múltipla,Curva,Não,Crescente
2332,Céu Claro,Simples,Interseção de Vias,Sim,Não Informado
2333,Céu Claro,Simples,Interseção de Vias;Viaduto;Curva,Sim,Decrescente
2334,Céu Claro,Múltipla,Reta;Retorno Regulamentado,Não,Decrescente
2335,Céu Claro,Dupla,Em Obras;Reta;Viaduto,Sim,Decrescente
2336,Nublado,Simples,Interseção de Vias;Retorno Regulamentado,Sim,Crescente
2337,Ignorado,Múltipla,Declive,Sim,Crescente
2338,Garoa/Chuvisco,Múltipla,Reta;Interseção de Vias,Sim,Decrescente
2339,Sol,Dupla,Viaduto,Sim,Crescente
2340,Céu Claro,Simples,Declive,Sim,Não Informado
2341,Sol,Simples,Interseção de Vias;Reta;Rotatória,Não,Decrescente
2342,Nublado,Simples,Aclive,Sim,Decrescente
2343,Chuva,Simples,Interseção de Vias;Declive;Reta,Não,Crescente
2344,Nublado,Múltipla,Interseção de Vias;Curva,Não,Decrescente
2345,Nublado,Múltipla,Aclive;Viaduto,Sim,Decrescente
2346,Chuva,Dupla,Curva;Retorno Regulamentado,Sim,Crescente
2347,Nublado,Dupla,Em Obras;Reta;Desvio Temporário,Sim,Crescente
2348,Céu Claro,Simples,Retorno Regulamentado;Viaduto;Reta,Não,Crescente
2349,Ignorado,Múltipla,Reta,Não,Decrescente
2350,Sol,Simples,Rotatória;Declive,Sim,Decrescente
2351,Céu Claro,Dupla,Rotatória;Interseção de Vias;Viaduto,Sim,Decrescente
2352,Sol,Dupla,Reta;Retorno Regulamentado,Não,Crescente
2353,Nublado,Dupla,Em Obras;Interseção de Vias;Reta,Sim,Crescente
2354,Ignorado,Dupla,Reta;Em Obras,Sim,Decrescente
2355,Céu Claro,Múltipla,Curva;Desvio Temporário,Não,Crescente
2356,Ignorado,Simples,Rotatória,Sim,Decrescente
2357,Nublado,Simples,Reta;Retorno Regulamentado,Sim,Decrescente
2358,Céu Claro,Dupla,Reta;Interseção de Vias;Declive,Sim,Decrescente
2359,Nublado,Dupla,Curva;Desvio Temporário;Em Obras;Aclive,Sim,Crescente
2360,Céu Claro,Dupla,Rotatória;Reta,Sim,Decrescente
2361,Nublado,Dupla,Retorno Regulamentado;Declive;Curva,Não,Crescente
2362,Garoa/Chuvisco,Simples,Interseção de Vias;Reta,Sim,Crescente
2363,Nevoeiro/Neblina,Simples,Rotatória;Viaduto;Curva,Sim,Crescente
2364,Céu Claro,Dupla,Rotatória;Interseção de Vias;Viaduto,Sim,Crescente
2365,Céu Claro,Dupla,Viaduto;Curva;Aclive,Não,Crescente
2366,Nublado,Simples,Aclive;Curva,Sim,Crescente
2367,Chuva,Dupla,Declive;Curva,Sim,Crescente
2368,Nublado,Dupla,Retorno Regulamentado;Reta;Aclive,Não,Crescente
2369,Céu Claro,Dupla,Interseção de Vias,Sim,Não Informado
2370,Nublado,Dupla,Rotatória;Reta,Sim,Crescente
2371,Nublado,Múltipla,Aclive,Sim,Crescente
2372,Céu Claro,Dupla,Ponte;Reta;Declive,Não,Decrescente
2373,Nublado,Simples,Reta;Retorno Regulamentado,Não,Decrescente
2374,Nublado,Múltipla,Viaduto;Interseção de Vias,Sim,Crescente
2375,Nublado,Dupla,Viaduto;Aclive,Sim,Crescente
2376,Céu Claro,Simples,Rotatória;Interseção de Vias;Curva,Sim,Crescente
2377,Céu Claro,Simples,Declive;Reta;Ponte,Não,Decrescente
2378,Nublado,Dupla,Interseção de Vias;Reta;Retorno Regulamentado,Não,Crescente
2379,Céu Claro,Múltipla,Rotatória;Interseção de Vias,Sim,Crescente
2380,Sol,Dupla,Em Obras;Reta;Rotatória,Não,Decrescente
2381,Nublado,Simples,Em Obras;Interseção de Vias;Reta,Sim,Decrescente
2382,Nublado,Simples,Interseção de Vias;Rotatória;Curva,Sim,Crescente
2383,Céu Claro,Dupla,Rotatória;Retorno Regulamentado;Viaduto,Sim,Decrescente
2384,Céu Claro,Múltipla,Reta;Em Obras;Desvio Temporário,Sim,Crescente
2385,Céu Claro,Simples,Retorno Regulamentado;Interseção de Vias;Curva,Não,Decrescente
2386,Céu Claro,Múltipla,Em Obras;Interseção de Vias;Rotatória,Sim,Crescente
2387,Sol,Dupla,Desvio Temporário,Sim,Crescente
2388,Sol,Simples,Ponte,Não,Crescente
2389,Céu Claro,Simples,Aclive;Viaduto;Interseção de Vias,Sim,Crescente
2390,Céu Claro,Dupla,Retorno Regulamentado;Reta;Em Obras,Não,Crescente
2391,Nublado,Simples,Reta;Em Obras;Declive,Sim,Decrescente
2392,Céu Claro,Múltipla,Reta;Viaduto;Interseção de Vias,Sim,Decrescente
2393,Céu Claro,Dupla,Desvio Temporário;Reta;Em Obras,Sim,Decrescente
2394,Nublado,Simples,Retorno Regulamentado;Reta,Sim,Crescente
2395,Céu Claro,Múltipla,Interseção de Vias;Curva,Não,Crescente
2396,Nevoeiro/Neblina,Simples,Reta;Interseção de Vias,Sim,Crescente
2397,Sol,Dupla,Reta;Retorno Regulamentado,Sim,Decrescente
2398,Céu Claro,Simples,Rotatória;Declive,Não,Decrescente
2399,Céu Claro,Múltipla,Em Obras;Desvio Temporário;Reta;Declive,Sim,Decrescente
2400,Nublado,Múltipla,Reta;Em Obras,Não,Decrescente
2401,Ignorado,Dupla,Retorno Regulamentado;Reta,Sim,Crescente
2402,Céu Claro,Simples,Interseção de Vias;Reta;Declive,Não,Crescente
2403,Céu Claro,Simples,Rotatória;Curva;Interseção de Vias,Não,Decrescente
2404,Ignorado,Dupla,Interseção de Vias;Reta,Não,Decrescente
2405,Céu Claro,Simples,Desvio Temporário;Reta;Em Obras,Não,Decrescente
2406,Nublado,Simples,Rotatória;Declive;Interseção de Vias,Não,Crescente
2407,Céu Claro,Simples,Retorno Regulamentado;Aclive;Curva,Não,Crescente
2408,Céu Claro,Múltipla,Reta;Retorno Regulamentado,Sim,Decrescente
2409,Céu Claro,Dupla,Reta;Interseção de Vias;Aclive,Não,Decrescente
2410,Céu Claro,Simples,Curva;Declive;Interseção de Vias,Não,Crescente
2411,Nublado,Simples,Rotatória;Desvio Temporário;Reta;Em Obras,Não,Crescente
2412,Céu Claro,Dupla,Curva;Túnel,Sim,Decrescente
2413,Chuva,Simples,Rotatória;Aclive;Curva,Sim,Não Informado
2414,Ignorado,Múltipla,Declive;Curva,Não,Crescente
2415,Céu Claro,Simples,Em Obras,Não,Decrescente
2416,Garoa/Chuvisco,Simples,Viaduto;Reta,Sim,Crescente
2417,Céu Claro,Simples,Rotatória;Interseção de Vias,Sim,Decrescente
2418,Sol,Múltipla,Desvio Temporário;Em Obras,Sim,Crescente
2419,Céu Claro,Dupla,Rotatória;Reta;Declive,Sim,Crescente
2420,Céu Claro,Múltipla,Interseção de Vias;Rotatória;Curva,Sim,Decrescente
2421,Sol,Simples,Rotatória;Interseção de Vias,Sim,Crescente
2422,Nublado,Dupla,Reta;Viaduto;Retorno Regulamentado,Sim,Crescente
2423,Nublado,Simples,Em Obras;Curva;Desvio Temporário,Sim,Crescente
2424,Sol,Dupla,Curva;Viaduto;Aclive,Sim,Decrescente
2425,Nublado,Dupla,Declive;Em Obras;Reta,Sim,Decrescente
2426,Céu Claro,Dupla,Reta,Não,Não Informado
2427,Sol,Dupla,Curva;Viaduto,Não,Crescente
2428,Garoa/Chuvisco,Simples,Rotatória;Curva,Sim,Decrescente
2429,Céu Claro,Simples,Reta;Em Obras;Interseção de Vias,Sim,Crescente
2430,Céu Claro,Simples,Em Obras;Reta;Declive,Não,Decrescente
2431,Nublado,Simples,Aclive;Curva,Sim,Decrescente
2432,Céu Claro,Simples,Aclive;Curva;Interseção de Vias,Sim,Decrescente
2433,Nublado,Múltipla,Desvio Temporário;Retorno Regulamentado;Reta;Em Obras;Interseção de Vias,Sim,Decrescente
2434,Ignorado,Dupla,Em Obras,Sim,Decrescente
2435,Chuva,Simples,Rotatória;Reta;Aclive;Interseção de Vias;Retorno Regulamentado,Sim,Crescente
2436,Céu Claro,Múltipla,Interseção de Vias;Reta;Viaduto,Sim,Decrescente
2437,Nublado,Dupla,Reta;Retorno Regulamentado,Sim,Decrescente
2438,Sol,Dupla,Reta;Ponte;Interseção de Vias,Sim,Decrescente
2439,Céu Claro,Múltipla,Interseção de Vias;Rotatória,Sim,Crescente
2440,Nublado,Simples,Reta;Interseção de Vias;Viaduto,Sim,Crescente
2441,Sol,Dupla,Reta;Viaduto;Declive,Sim,Decrescente
2442,Céu Claro,Simples,Retorno Regulamentado;Aclive;Em Obras,Não,Decrescente
2443,Chuva,Dupla,Retorno Regulamentado;Reta;Interseção de Vias,Sim,Decrescente
2444,Sol,Dupla,Aclive;Reta;Rotatória,Não,Decrescente
2445,Céu Claro,Simples,Retorno Regulamentado;Reta;Interseção de Vias,Sim,Crescente
2446,Nublado,Simples,Curva;Interseção de Vias;Viaduto;Declive,Não,Crescente
2447,Garoa/Chuvisco,Simples,Interseção de Vias;Curva,Não,Crescente
2448,Sol,Simples,Interseção de Vias;Reta;Declive,Sim,Crescente
2449,Céu Claro,Dupla,Curva;Em Obras,Sim,Decrescente
2450,Garoa/Chuvisco,Simples,Reta;Interseção de Vias,Sim,Não Informado
2451,Sol,Simples,Reta;Em Obras;Interseção de Vias,Sim,Crescente
2452,Nublado,Simples,Reta;Ponte;Aclive,Não,Decrescente
2453,Céu Claro,Simples,Viaduto;Interseção de Vias,Sim,Crescente
2454,Chuva,Múltipla,Curva;Aclive,Sim,Decrescente
2455,Nublado,Múltipla,Viaduto,Não,Decrescente
2456,Céu Claro,Simples,Em Obras;Reta;Rotatória,Não,Crescente
2457,Nublado,Dupla,Em Obras;Desvio Temporário;Aclive,Não,Decrescente
2458,Nublado,Dupla,Viaduto;Rotatória,Não,Decrescente
2459,Céu Claro,Dupla,Reta;Desvio Temporário,Não,Decrescente
2460,Nublado,Dupla,Reta;Em Obras;Declive;Desvio Temporário;Ponte,Sim,Crescente
2461,Céu Claro,Simples,Curva;Interseção de Vias;Declive,Sim,Crescente
2462,Céu Claro,Dupla,Reta;Desvio Temporário,Sim,Decrescente
2463,Céu Claro,Simples,Reta;Rotatória;Aclive,Não,Crescente
2464,Nublado,Simples,Reta;Retorno Regulamentado,Não,Crescente
2465,Céu Claro,Dupla,Curva;Interseção de Vias,Não,Decrescente
2466,Nublado,Simples,Reta;Em Obras;Desvio Temporário,Não,Crescente
2467,Nublado,Múltipla,Curva;Interseção de Vias,Não,Crescente
2468,Céu Claro,Múltipla,Declive,Não,Decrescente
2469,Ignorado,Dupla,Rotatória,Não,Decrescente
2470,Chuva,Dupla,Aclive;Reta,Sim,Decrescente
2471,Chuva,Múltipla,Reta;Em Obras;Declive,Sim,Crescente
2472,Céu Claro,Múltipla,Viaduto;Reta,Sim,Crescente
2473,Garoa/Chuvisco,Simples,Interseção de Vias;Rotatória,Não,Crescente
2474,Céu Claro,Dupla,Retorno Regulamentado;Curva;Interseção de Vias;Declive,Não,Decrescente
2475,Ignorado,Dupla,Aclive,Sim,Crescente
2476,Céu Claro,Múltipla,Reta;Interseção de Vias;Declive,Sim,Decrescente
2477,Céu Claro,Simples,Declive;Curva;Retorno Regulamentado,Não,Crescente
2478,Nublado,Simples,Em Obras,Sim,Decrescente
2479,Sol,Dupla,Declive;Curva;Em Obras,Não,Crescente
2480,Céu Claro,Simples,Desvio Temporário;Reta,Sim,Decrescente
2481,Nublado,Simples,Curva,Sim,Não Informado
2482,Céu Claro,Dupla,Reta;Viaduto;Aclive,Sim,Decrescente
2483,Nublado,Dupla,Interseção de Vias;Aclive,Sim,Decrescente
2484,Vento,Múltipla,Reta;Aclive,Sim,Decrescente
2485,Nublado,Simples,Interseção de Vias;Retorno Regulamentado;Reta;Rotatória,Sim,Crescente
2486,Chuva,Simples,Interseção de Vias;Retorno Regulamentado;Curva,Sim,Crescente
2487,Chuva,Simples,Declive;Viaduto;Interseção de Vias,Sim,Decrescente
2488,Garoa/Chuvisco,Simples,Reta;Declive;Ponte,Não,Crescente
2489,Céu Claro,Simples,Desvio Temporário;Em Obras;Reta,Sim,Decrescente
2490,Garoa/Chuvisco,Múltipla,Reta;Em Obras,Não,Crescente
2491,Chuva,Dupla,Interseção de Vias;Rotatória,Sim,Crescente
2492,Chuva,Dupla,Reta;Interseção de Vias;Viaduto;Rotatória,Sim,Crescente
2493,Nublado,Simples,Ponte;Reta,Sim,Decrescente
2494,Céu Claro,Simples,Interseção de Vias;Aclive;Reta;Rotatória,Sim,Crescente
2495,Chuva,Múltipla,Reta;Em Obras,Não,Crescente
