id_tipo_acidente,tipo_acidente,causa_acidente,classificacao_acidente
763,Colisão lateral mesmo sentido,Estacionar ou parar em local proibido,Com Vítimas Feridas
764,Colisão lateral mesmo sentido,Curva acentuada,Com Vítimas Feridas
765,Colisão traseira,Sinalização mal posicionada,Com Vítimas Fatais
766,Capotamento,Animais na Pista,Sem Vítimas
767,Queda de ocupante de veículo,Iluminação deficiente,Com Vítimas Feridas
768,Queda de ocupante de veículo,Chuva,Com Vítimas Feridas
769,Colisão lateral mesmo sentido,Restrição de visibilidade em curvas horizontais,Sem Vítimas
770,Saída de leito carroçável,Problema com o freio,Com Vítimas Fatais
771,Colisão lateral sentido oposto,Transitar no Acostamento,Sem Vítimas
772,Colisão traseira,Curva acentuada,Com Vítimas Feridas
773,Eventos atípicos,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
774,Atropelamento de Pedestre,Falta de acostamento,Com Vítimas Feridas
775,Tombamento,Transitar na contramão,Com Vítimas Fatais
776,Eventos atípicos,Ausência de reação do condutor,Com Vítimas Feridas
777,Colisão com objeto,Transitar no Acostamento,Com Vítimas Feridas
778,Engavetamento,Problema com o freio,Com Vítimas Fatais
779,Saída de leito carroçável,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
780,Tombamento,Condutor usando celular,Com Vítimas Feridas
781,Atropelamento de Pedestre,Acessar a via sem observar a presença dos outros veículos,Sem Vítimas
782,Saída de leito carroçável,Pista esburacada,Sem Vítimas
783,Colisão frontal,Acostamento em desnível,Com Vítimas Fatais
784,Tombamento,Problema com o freio,Com Vítimas Fatais
785,Derramamento de carga,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
786,Tombamento,Acumulo de óleo sobre o pavimento,Sem Vítimas
787,Colisão traseira,Desvio temporário,Com Vítimas Feridas
788,Colisão lateral sentido oposto,Condutor usando celular,Sem Vítimas
789,Colisão com objeto,Pedestre cruzava a pista fora da faixa,Com Vítimas Fatais
790,Atropelamento de Pedestre,Iluminação deficiente,Com Vítimas Fatais
791,Colisão com objeto,Chuva,Sem Vítimas
792,Colisão lateral sentido oposto,Acostamento em desnível,Com Vítimas Fatais
793,Colisão lateral mesmo sentido,Carga excessiva e/ou mal acondicionada,Com Vítimas Feridas
794,Colisão frontal,Problema com o freio,Com Vítimas Feridas
795,Colisão traseira,Transitar no Acostamento,Com Vítimas Fatais
796,Saída de leito carroçável,Entrada inopinada do pedestre,Sem Vítimas
797,Eventos atípicos,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
798,Queda de ocupante de veículo,Ingestão de álcool pelo condutor,Com Vítimas Feridas
799,Capotamento,Demais falhas mecânicas ou elétricas,Sem Vítimas
800,Engavetamento,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
801,Colisão frontal,Pista esburacada,Com Vítimas Feridas
802,Colisão transversal,Pista Escorregadia,Com Vítimas Feridas
803,Saída de leito carroçável,Transitar na contramão,Sem Vítimas
804,Colisão lateral sentido oposto,Estacionar ou parar em local proibido,Sem Vítimas
805,Colisão traseira,Acumulo de água sobre o pavimento,Sem Vítimas
806,Queda de ocupante de veículo,Demais falhas na via,Com Vítimas Feridas
807,Colisão frontal,Ausência de reação do condutor,Sem Vítimas
808,Colisão transversal,Pista Escorregadia,Com Vítimas Fatais
809,Colisão transversal,Objeto estático sobre o leito carroçável,Sem Vítimas
810,Saída de leito carroçável,Ausência de sinalização,Com Vítimas Feridas
811,Colisão lateral sentido oposto,Acesso irregular,Com Vítimas Feridas
812,Queda de ocupante de veículo,Chuva,Com Vítimas Fatais
813,Colisão lateral sentido oposto,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
814,Eventos atípicos,Ausência de reação do condutor,Sem Vítimas
815,Colisão frontal,Mal súbito do condutor,Sem Vítimas
816,Colisão transversal,Frear bruscamente,Com Vítimas Feridas
817,Colisão lateral mesmo sentido,Sinalização mal posicionada,Com Vítimas Feridas
818,Colisão lateral mesmo sentido,Acostamento em desnível,Com Vítimas Feridas
819,Saída de leito carroçável,Afundamento ou ondulação no pavimento,Sem Vítimas
820,Tombamento,Chuva,Com Vítimas Fatais
821,Colisão transversal,Manobra de mudança de faixa,Com Vítimas Fatais
822,Colisão lateral sentido oposto,Pista esburacada,Com Vítimas Fatais
823,Atropelamento de Animal,Condutor deixou de manter distância do veículo da frente,Sem Vítimas
824,Colisão com objeto,Suicídio (presumido),Com Vítimas Fatais
825,Colisão traseira,Restrição de visibilidade em curvas horizontais,Com Vítimas Feridas
826,Colisão traseira,Animais na Pista,Sem Vítimas
827,Colisão frontal,Condutor usando celular,Com Vítimas Fatais
828,Colisão frontal,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
829,Queda de ocupante de veículo,Velocidade Incompatível,Com Vítimas Fatais
830,Eventos atípicos,Problema com o freio,Com Vítimas Feridas
831,Engavetamento,Ingestão de álcool pelo condutor,Sem Vítimas
832,Colisão traseira,Neblina,Sem Vítimas
833,Colisão lateral sentido oposto,Conversão proibida,Sem Vítimas
834,Colisão com objeto,Restrição de visibilidade em curvas horizontais,Sem Vítimas
835,Colisão lateral mesmo sentido,Ingestão de álcool pelo condutor,Com Vítimas Fatais
836,Tombamento,Ausência de sinalização,Sem Vítimas
837,Capotamento,Pista Escorregadia,Com Vítimas Feridas
838,Colisão frontal,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Feridas
839,Incêndio,Faróis desregulados,Sem Vítimas
840,Atropelamento de Pedestre,Velocidade Incompatível,Com Vítimas Feridas
841,Colisão lateral sentido oposto,Demais falhas na via,Com Vítimas Feridas
842,Atropelamento de Animal,Reação tardia ou ineficiente do condutor,Com Vítimas Feridas
843,Colisão lateral sentido oposto,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
844,Saída de leito carroçável,Condutor usando celular,Com Vítimas Fatais
845,Queda de ocupante de veículo,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
846,Atropelamento de Pedestre,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
847,Tombamento,Demais falhas na via,Com Vítimas Fatais
848,Colisão lateral mesmo sentido,Desrespeitar a preferência no cruzamento,Sem Vítimas
849,Tombamento,Transitar no Acostamento,Com Vítimas Feridas
850,Colisão lateral sentido oposto,Ausência de sinalização,Sem Vítimas
851,Colisão traseira,Suicídio (presumido),Com Vítimas Feridas
852,Colisão transversal,Acesso irregular,Com Vítimas Fatais
853,Colisão com objeto,Acesso irregular,Sem Vítimas
854,Saída de leito carroçável,Curva acentuada,Com Vítimas Fatais
855,Tombamento,Objeto estático sobre o leito carroçável,Sem Vítimas
856,Eventos atípicos,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
857,Colisão lateral mesmo sentido,Animais na Pista,Com Vítimas Feridas
858,Queda de ocupante de veículo,Transitar no Acostamento,Com Vítimas Feridas
859,Colisão lateral mesmo sentido,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
860,Colisão lateral mesmo sentido,Acumulo de água sobre o pavimento,Sem Vítimas
861,Engavetamento,Conversão proibida,Sem Vítimas
862,Atropelamento de Pedestre,Sinalização mal posicionada,Com Vítimas Feridas
863,Colisão frontal,Problema com o freio,Com Vítimas Fatais
864,Colisão lateral mesmo sentido,Trafegar com motocicleta (ou similar) entre as faixas,Sem Vítimas
865,Colisão transversal,Pista esburacada,Com Vítimas Feridas
866,Colisão com objeto,Ultrapassagem Indevida,Com Vítimas Feridas
867,Atropelamento de Pedestre,Área urbana sem a presença de local apropriado para a travessia de pedestres,Com Vítimas Fatais
868,Colisão frontal,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
869,Queda de ocupante de veículo,Condutor deixou de manter distância do veículo da frente,Com Vítimas Feridas
870,Saída de leito carroçável,Transitar no Acostamento,Com Vítimas Fatais
871,Derramamento de carga,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
872,Atropelamento de Pedestre,Restrição de visibilidade em curvas verticais,Com Vítimas Feridas
873,Eventos atípicos,Manobra de mudança de faixa,Com Vítimas Feridas
874,Colisão transversal,Demais Fenômenos da natureza,Com Vítimas Feridas
875,Colisão lateral sentido oposto,Problema na suspensão,Com Vítimas Feridas
876,Colisão transversal,Modificação proibida,Com Vítimas Feridas
877,Colisão lateral mesmo sentido,Transtornos Mentais (exceto suicidio),Sem Vítimas
878,Colisão com objeto,Falta de acostamento,Com Vítimas Fatais
879,Colisão frontal,Demais falhas mecânicas ou elétricas,Sem Vítimas
880,Colisão traseira,Avarias e/ou desgaste excessivo no pneu,Sem Vítimas
881,Colisão traseira,Acesso irregular,Sem Vítimas
882,Colisão lateral mesmo sentido,Estacionar ou parar em local proibido,Sem Vítimas
883,Colisão lateral mesmo sentido,Acostamento em desnível,Com Vítimas Fatais
884,Colisão traseira,Problema com o freio,Com Vítimas Fatais
885,Colisão transversal,Iluminação deficiente,Com Vítimas Fatais
886,Colisão frontal,Afundamento ou ondulação no pavimento,Com Vítimas Fatais
887,Colisão transversal,Condutor Dormindo,Com Vítimas Fatais
888,Colisão lateral sentido oposto,Pista esburacada,Sem Vítimas
889,Incêndio,Deficiência do Sistema de Iluminação/Sinalização,Sem Vítimas
890,Colisão transversal,Ultrapassagem Indevida,Com Vítimas Fatais
891,Saída de leito carroçável,Iluminação deficiente,Com Vítimas Feridas
892,Queda de ocupante de veículo,Transitar na contramão,Com Vítimas Feridas
893,Colisão lateral sentido oposto,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
894,Colisão lateral mesmo sentido,Condutor usando celular,Com Vítimas Feridas
895,Tombamento,Ultrapassagem Indevida,Sem Vítimas
896,Colisão transversal,Curva acentuada,Com Vítimas Feridas
897,Colisão lateral sentido oposto,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Feridas
898,Colisão lateral mesmo sentido,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
899,Colisão frontal,Curva acentuada,Com Vítimas Feridas
900,Colisão traseira,Iluminação deficiente,Com Vítimas Fatais
901,Colisão traseira,Frear bruscamente,Com Vítimas Fatais
902,Colisão com objeto,Acesso irregular,Com Vítimas Feridas
903,Saída de leito carroçável,Desvio temporário,Com Vítimas Feridas
904,Tombamento,Falta de acostamento,Com Vítimas Fatais
905,Derramamento de carga,Ausência de reação do condutor,Sem Vítimas
906,Engavetamento,Velocidade Incompatível,Com Vítimas Fatais
907,Colisão lateral mesmo sentido,Carga excessiva e/ou mal acondicionada,Com Vítimas Fatais
908,Queda de ocupante de veículo,Ausência de reação do condutor,Com Vítimas Fatais
909,Colisão lateral sentido oposto,Declive acentuado,Sem Vítimas
910,Colisão lateral mesmo sentido,Conversão proibida,Sem Vítimas
911,Engavetamento,Neblina,Com Vítimas Feridas
912,Colisão transversal,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
913,Capotamento,Ultrapassagem Indevida,Sem Vítimas
914,Eventos atípicos,Frear bruscamente,Com Vítimas Feridas
915,Queda de ocupante de veículo,Avarias e/ou desgaste excessivo no pneu,Com Vítimas Feridas
916,Engavetamento,Restrição de visibilidade em curvas verticais,Com Vítimas Fatais
917,Colisão frontal,Suicídio (presumido),Sem Vítimas
918,Colisão frontal,Acumulo de água sobre o pavimento,Com Vítimas Fatais
919,Colisão lateral sentido oposto,Falta de acostamento,Com Vítimas Feridas
920,Colisão com objeto,Pista Escorregadia,Sem Vítimas
921,Colisão frontal,Curva acentuada,Com Vítimas Fatais
922,Colisão frontal,Manobra de mudança de faixa,Sem Vítimas
923,Colisão lateral mesmo sentido,Desvio temporário,Com Vítimas Fatais
924,Saída de leito carroçável,Condutor usando celular,Sem Vítimas
925,Tombamento,Pedestre andava na pista,Com Vítimas Feridas
926,Derramamento de carga,Condutor Dormindo,Sem Vítimas
927,Incêndio,Avarias e/ou desgaste excessivo no pneu,Com Vítimas Feridas
928,Colisão traseira,Fumaça,Sem Vítimas
929,Saída de leito carroçável,Acostamento em desnível,Com Vítimas Fatais
930,Capotamento,Transitar na contramão,Com Vítimas Feridas
931,Engavetamento,Ultrapassagem Indevida,Com Vítimas Feridas
932,Tombamento,Acostamento em desnível,Com Vítimas Fatais
933,Colisão transversal,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
934,Colisão lateral mesmo sentido,Problema com o freio,Sem Vítimas
935,Tombamento,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
936,Capotamento,Acostamento em desnível,Com Vítimas Feridas
937,Colisão transversal,Semáforo com defeito,Com Vítimas Feridas
938,Derramamento de carga,Demais falhas mecânicas ou elétricas,Com Vítimas Feridas
939,Colisão lateral sentido oposto,Faixas de trânsito com largura insuficiente,Com Vítimas Feridas
940,Derramamento de carga,Afundamento ou ondulação no pavimento,Sem Vítimas
941,Colisão lateral mesmo sentido,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Fatais
942,Derramamento de carga,Ultrapassagem Indevida,Com Vítimas Fatais
943,Tombamento,Falta de acostamento,Com Vítimas Feridas
944,Colisão lateral mesmo sentido,Acumulo de óleo sobre o pavimento,Com Vítimas Fatais
945,Colisão frontal,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
946,Colisão traseira,Sinalização mal posicionada,Sem Vítimas
947,Engavetamento,Fumaça,Com Vítimas Feridas
948,Colisão lateral sentido oposto,Curva acentuada,Sem Vítimas
949,Atropelamento de Pedestre,Acumulo de água sobre o pavimento,Com Vítimas Feridas
950,Capotamento,Acostamento em desnível,Sem Vítimas
951,Colisão lateral mesmo sentido,Pista esburacada,Sem Vítimas
952,Colisão lateral mesmo sentido,Curva acentuada,Com Vítimas Fatais
953,Saída de leito carroçável,Restrição de visibilidade em curvas verticais,Com Vítimas Feridas
954,Colisão lateral mesmo sentido,Transitar na contramão,Sem Vítimas
955,Atropelamento de Animal,Pedestre andava na pista,Com Vítimas Feridas
956,Colisão lateral mesmo sentido,Demais Fenômenos da natureza,Com Vítimas Feridas
957,Colisão frontal,Transitar no Acostamento,Com Vítimas Fatais
958,Eventos atípicos,Ultrapassagem Indevida,Com Vítimas Feridas
959,Colisão frontal,Ausência de sinalização,Com Vítimas Feridas
960,Atropelamento de Pedestre,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Feridas
961,Queda de ocupante de veículo,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
962,Colisão transversal,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
963,Colisão lateral sentido oposto,Transitar na calçada,Com Vítimas Feridas
964,Colisão frontal,Condutor deixou de manter distância do veículo da frente,Com Vítimas Fatais
965,Colisão transversal,Estacionar ou parar em local proibido,Sem Vítimas
966,Colisão com objeto,Frear bruscamente,Sem Vítimas
967,Saída de leito carroçável,Transitar no Acostamento,Com Vítimas Feridas
968,Engavetamento,Condutor Dormindo,Com Vítimas Feridas
969,Colisão lateral mesmo sentido,Chuva,Sem Vítimas
970,Saída de leito carroçável,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
971,Saída de leito carroçável,Carga excessiva e/ou mal acondicionada,Com Vítimas Fatais
972,Tombamento,Retorno proibido,Com Vítimas Feridas
973,Atropelamento de Pedestre,Manobra de mudança de faixa,Com Vítimas Fatais
974,Derramamento de carga,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
975,Colisão lateral sentido oposto,Desrespeitar a preferência no cruzamento,Com Vítimas Feridas
976,Eventos atípicos,Chuva,Com Vítimas Feridas
977,Colisão traseira,Transtornos Mentais (exceto suicidio),Sem Vítimas
978,Colisão lateral mesmo sentido,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
979,Colisão lateral mesmo sentido,Acumulo de óleo sobre o pavimento,Sem Vítimas
980,Saída de leito carroçável,Curva acentuada,Sem Vítimas
981,Colisão lateral sentido oposto,Curva acentuada,Com Vítimas Fatais
982,Saída de leito carroçável,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
983,Capotamento,Avarias e/ou desgaste excessivo no pneu,Sem Vítimas
984,Atropelamento de Pedestre,Manobra de mudança de faixa,Com Vítimas Feridas
985,Engavetamento,Conversão proibida,Com Vítimas Feridas
986,Colisão lateral sentido oposto,Desvio temporário,Sem Vítimas
987,Colisão lateral mesmo sentido,Neblina,Com Vítimas Feridas
988,Colisão com objeto,Pista esburacada,Com Vítimas Feridas
989,Colisão com objeto,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
990,Eventos atípicos,Demais Fenômenos da natureza,Com Vítimas Feridas
991,Colisão traseira,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
992,Colisão traseira,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
993,Incêndio,Frear bruscamente,Sem Vítimas
994,Colisão frontal,Restrição de visibilidade em curvas horizontais,Com Vítimas Feridas
995,Engavetamento,Condutor deixou de manter distância do veículo da frente,Com Vítimas Fatais
996,Capotamento,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
997,Derramamento de carga,Animais na Pista,Sem Vítimas
998,Colisão com objeto,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
999,Colisão traseira,Mal súbito do condutor,Com Vítimas Fatais
1000,Queda de ocupante de veículo,Faixas de trânsito com largura insuficiente,Com Vítimas Feridas
1001,Colisão com objeto,Transitar no Acostamento,Sem Vítimas
1002,Colisão transversal,Entrada inopinada do pedestre,Com Vítimas Feridas
1003,Saída de leito carroçável,Restrição de visibilidade em curvas horizontais,Com Vítimas Feridas
1004,Colisão frontal,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Fatais
1005,Derramamento de carga,Pista Escorregadia,Com Vítimas Feridas
1006,Queda de ocupante de veículo,Pista Escorregadia,Com Vítimas Feridas
1007,Colisão lateral mesmo sentido,Acesso irregular,Com Vítimas Fatais
1008,Colisão lateral sentido oposto,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
1009,Tombamento,Deixar de acionar o farol da motocicleta (ou similar),Sem Vítimas
1010,Tombamento,Afundamento ou ondulação no pavimento,Com Vítimas Fatais
1011,Colisão lateral sentido oposto,Afundamento ou ondulação no pavimento,Com Vítimas Fatais
1012,Atropelamento de Pedestre,Ultrapassagem Indevida,Com Vítimas Feridas
1013,Queda de ocupante de veículo,Ultrapassagem Indevida,Com Vítimas Fatais
1014,Colisão traseira,Pedestre andava na pista,Com Vítimas Feridas
1015,Saída de leito carroçável,Falta de acostamento,Com Vítimas Fatais
1016,Colisão com objeto,Transitar na calçada,Sem Vítimas
1017,Colisão lateral mesmo sentido,Objeto estático sobre o leito carroçável,Sem Vítimas
1018,Colisão lateral sentido oposto,Avarias e/ou desgaste excessivo no pneu,Sem Vítimas
1019,Saída de leito carroçável,Demais falhas na via,Com Vítimas Fatais
1020,Engavetamento,Transitar no Acostamento,Com Vítimas Feridas
1021,Atropelamento de Pedestre,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Fatais
1022,Engavetamento,Manobra de mudança de faixa,Sem Vítimas
1023,Colisão traseira,Deixar de acionar o farol da motocicleta (ou similar),Sem Vítimas
1024,Colisão frontal,Velocidade Incompatível,Sem Vítimas
1025,Colisão traseira,Carga excessiva e/ou mal acondicionada,Com Vítimas Feridas
1026,Capotamento,Suicídio (presumido),Com Vítimas Fatais
1027,Saída de leito carroçável,Demais Fenômenos da natureza,Sem Vítimas
1028,Queda de ocupante de veículo,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Fatais
1029,Colisão com objeto,Acumulo de água sobre o pavimento,Com Vítimas Feridas
1030,Colisão frontal,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
1031,Colisão com objeto,Condutor usando celular,Com Vítimas Feridas
1032,Capotamento,Velocidade Incompatível,Sem Vítimas
1033,Capotamento,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
1034,Saída de leito carroçável,Conversão proibida,Sem Vítimas
1035,Colisão traseira,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Fatais
1036,Saída de leito carroçável,Demais Fenômenos da natureza,Com Vítimas Feridas
1037,Queda de ocupante de veículo,Chuva,Sem Vítimas
1038,Capotamento,Ingestão de álcool pelo condutor,Sem Vítimas
1039,Capotamento,Acumulo de água sobre o pavimento,Sem Vítimas
1040,Queda de ocupante de veículo,Animais na Pista,Com Vítimas Feridas
1041,Atropelamento de Pedestre,Conversão proibida,Com Vítimas Feridas
1042,Queda de ocupante de veículo,Transtornos Mentais (exceto suicidio),Com Vítimas Fatais
1043,Colisão com objeto,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Feridas
1044,Colisão transversal,Neblina,Com Vítimas Feridas
1045,Colisão lateral mesmo sentido,Ausência de sinalização,Sem Vítimas
1046,Queda de ocupante de veículo,Acesso irregular,Com Vítimas Feridas
1047,Eventos atípicos,Iluminação deficiente,Com Vítimas Feridas
1048,Queda de ocupante de veículo,Pista esburacada,Com Vítimas Feridas
1049,Queda de ocupante de veículo,Falta de acostamento,Com Vítimas Feridas
1050,Capotamento,Ingestão de álcool pelo condutor,Com Vítimas Fatais
1051,Tombamento,Manobra de mudança de faixa,Sem Vítimas
1052,Colisão transversal,Restrição de visibilidade em curvas horizontais,Com Vítimas Feridas
1053,Colisão transversal,Transitar no Acostamento,Sem Vítimas
1054,Atropelamento de Animal,Acessar a via sem observar a presença dos outros veículos,Com Vítimas Feridas
1055,Queda de ocupante de veículo,Ingestão de álcool pelo condutor,Sem Vítimas
1056,Queda de ocupante de veículo,Curva acentuada,Com Vítimas Feridas
1057,Colisão com objeto,Retorno proibido,Com Vítimas Feridas
1058,Tombamento,Desrespeitar a preferência no cruzamento,Com Vítimas Feridas
1059,Saída de leito carroçável,Neblina,Sem Vítimas
1060,Colisão traseira,Deixar de acionar o farol da motocicleta (ou similar),Com Vítimas Feridas
1061,Queda de ocupante de veículo,Condutor Dormindo,Com Vítimas Feridas
1062,Atropelamento de Animal,Ausência de reação do condutor,Com Vítimas Feridas
1063,Queda de ocupante de veículo,Acumulo de água sobre o pavimento,Com Vítimas Feridas
1064,Colisão com objeto,Demais Fenômenos da natureza,Sem Vítimas
1065,Queda de ocupante de veículo,Mal súbito do condutor,Com Vítimas Feridas
1066,Saída de leito carroçável,Declive acentuado,Sem Vítimas
1067,Colisão com objeto,Iluminação deficiente,Com Vítimas Feridas
1068,Colisão lateral mesmo sentido,Afundamento ou ondulação no pavimento,Com Vítimas Fatais
1069,Queda de ocupante de veículo,Ausência de sinalização,Com Vítimas Feridas
1070,Atropelamento de Pedestre,Ingestão de álcool pelo condutor,Com Vítimas Fatais
1071,Colisão com objeto,Suicídio (presumido),Com Vítimas Feridas
1072,Colisão com objeto,Participar de racha,Com Vítimas Fatais
1073,Atropelamento de Pedestre,Desrespeitar a preferência no cruzamento,Com Vítimas Feridas
1074,Atropelamento de Animal,Ausência de reação do condutor,Sem Vítimas
1075,Saída de leito carroçável,Chuva,Com Vítimas Fatais
1076,Capotamento,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
1077,Queda de ocupante de veículo,Reação tardia ou ineficiente do condutor,Sem Vítimas
1078,Saída de leito carroçável,Participar de racha,Com Vítimas Feridas
1079,Colisão lateral mesmo sentido,Deixar de acionar o farol da motocicleta (ou similar),Com Vítimas Feridas
1080,Incêndio,Semáforo com defeito,Sem Vítimas
1081,Atropelamento de Pedestre,Ingestão de álcool pelo condutor,Com Vítimas Feridas
1082,Colisão lateral mesmo sentido,Restrição de visibilidade em curvas horizontais,Com Vítimas Fatais
1083,Eventos atípicos,Conversão proibida,Com Vítimas Feridas
1084,Atropelamento de Animal,Reação tardia ou ineficiente do condutor,Sem Vítimas
1085,Colisão com objeto,Avarias e/ou desgaste excessivo no pneu,Com Vítimas Fatais
1086,Colisão transversal,Iluminação deficiente,Com Vítimas Feridas
1087,Colisão com objeto,Condutor usando celular,Sem Vítimas
1088,Queda de ocupante de veículo,Problema na suspensão,Com Vítimas Feridas
1089,Queda de ocupante de veículo,Demais falhas na via,Sem Vítimas
1090,Colisão transversal,Afundamento ou ondulação no pavimento,Com Vítimas Feridas
1091,Colisão lateral sentido oposto,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
1092,Atropelamento de Pedestre,Pista Escorregadia,Com Vítimas Feridas
1093,Colisão com objeto,Curva acentuada,Sem Vítimas
1094,Tombamento,Redutor de velocidade em desacordo,Com Vítimas Feridas
1095,Tombamento,Neblina,Com Vítimas Feridas
1096,Saída de leito carroçável,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1097,Atropelamento de Pedestre,Transitar na contramão,Com Vítimas Feridas
1098,Colisão com objeto,Ausência de sinalização,Com Vítimas Feridas
1099,Queda de ocupante de veículo,Ausência de reação do condutor,Sem Vítimas
1100,Incêndio,Chuva,Sem Vítimas
1101,Queda de ocupante de veículo,Suicídio (presumido),Com Vítimas Feridas
1102,Colisão frontal,Conversão proibida,Com Vítimas Fatais
1103,Capotamento,Animais na Pista,Com Vítimas Feridas
1104,Capotamento,Pista esburacada,Com Vítimas Fatais
1105,Eventos atípicos,Demais falhas na via,Sem Vítimas
1106,Queda de ocupante de veículo,Sinalização mal posicionada,Com Vítimas Feridas
1107,Queda de ocupante de veículo,Demais falhas mecânicas ou elétricas,Sem Vítimas
1108,Eventos atípicos,Entrada inopinada do pedestre,Com Vítimas Fatais
1109,Tombamento,Trafegar com motocicleta (ou similar) entre as faixas,Sem Vítimas
1110,Colisão com objeto,Desrespeitar a preferência no cruzamento,Com Vítimas Fatais
1111,Colisão com objeto,Redutor de velocidade em desacordo,Com Vítimas Feridas
1112,Colisão lateral sentido oposto,Desrespeitar a preferência no cruzamento,Sem Vítimas
1113,Capotamento,Condutor Dormindo,Com Vítimas Fatais
1114,Colisão com objeto,Participar de racha,Com Vítimas Feridas
1115,Atropelamento de Pedestre,Participar de racha,Com Vítimas Feridas
1116,Colisão frontal,Conversão proibida,Sem Vítimas
1117,Tombamento,Falta de elemento de contenção que evite a saída do leito carroçável,Com Vítimas Feridas
1118,Colisão lateral sentido oposto,Acessar a via sem observar a presença dos outros veículos,Sem Vítimas
1119,Queda de ocupante de veículo,Problema com o freio,Com Vítimas Feridas
1120,Atropelamento de Pedestre,Demais falhas na via,Com Vítimas Feridas
1121,Capotamento,Demais falhas na via,Com Vítimas Feridas
1122,Queda de ocupante de veículo,Desrespeitar a preferência no cruzamento,Com Vítimas Feridas
1123,Colisão traseira,Pista esburacada,Sem Vítimas
1124,Engavetamento,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
1125,Queda de ocupante de veículo,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Fatais
1126,Tombamento,Mal súbito do condutor,Com Vítimas Fatais
1127,Queda de ocupante de veículo,Transitar na contramão,Com Vítimas Fatais
1128,Tombamento,Animais na Pista,Com Vítimas Fatais
1129,Atropelamento de Pedestre,Reação tardia ou ineficiente do condutor,Sem Vítimas
1130,Eventos atípicos,Demais falhas na via,Com Vítimas Feridas
1131,Colisão traseira,Trafegar com motocicleta (ou similar) entre as faixas,Sem Vítimas
1132,Atropelamento de Animal,Velocidade Incompatível,Com Vítimas Feridas
1133,Tombamento,Desrespeitar a preferência no cruzamento,Com Vítimas Fatais
1134,Engavetamento,Sinalização mal posicionada,Sem Vítimas
1135,Colisão com objeto,Acesso irregular,Com Vítimas Fatais
1136,Capotamento,Acumulo de óleo sobre o pavimento,Com Vítimas Feridas
1137,Capotamento,Falta de acostamento,Com Vítimas Feridas
1138,Colisão com objeto,Acostamento em desnível,Com Vítimas Feridas
1139,Colisão com objeto,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
1140,Sinistro pessoal de trânsito,Suicídio (presumido),Com Vítimas Feridas
1141,Colisão frontal,Restrição de visibilidade em curvas verticais,Com Vítimas Feridas
